-3048 1216
-3034 2
-2708 -1324
3904 148
-1996 124
-2708 172
-3770 834
3440 -282
3834 1570
3698 470
2662 -1108
2417 -269
1798 -1086
2822 -262
2544 610
3102 672
2678 -428
3600 -478
-3818 724
-3740 -1298
-3396 -112
-3814 4
3652 -488
-2460 -822
4760 -600
-2844 -42
-2016 -800
-3540 -414
-3329 601
3512 -242
3946 980
-3536 34
3646 -1054
-2044 1192
-3742 712
-3358 -1666
3838 548
4344 -1052
-3092 -686
-2688 -926
-2714 -462
-3412 492
-3174 88
-3548 840
-2306 -922
-2698 -340
-3422 -544
-3104 762
-4330 1250
-2459 -1371
-2020 -2740
-2856 684
-3754 828
-3908 -166
-3342 -60
-3782 -186
3032 358
-3268 392
-3546 1044
-2542 -882
-2274 -916
3700 1108
2690 714
2396 -2186
1674 -1514
-2964 792
-3619 -245
-3777 -911
3563 339
2472 -1008
2246 -938
2790 768
3426 436
3197 -233
2372 -552
2358 480
3364 -24
-3230 -804
3534 -880
2694 -448
2648 -1004
2700 1518
-2748 -430
-2032 -206
2936 -336
2552 -366
-3948 -262
-2892 -1012
2160 -462
-2630 230
-2676 1026
-2092 -936
-3367 -65
4088 -376
-3904 924
3518 660
-2212 -1668
-3707 -813
-3536 -386
-1487 1755
-2030 1606
-3344 1520
-2978 906
-3040 -756
-2850 -2166
-2916 -1352
3308 -1004
-3412 732
3390 -32
2478 82
3290 1180
3296 -1274
-2902 -122
-3476 -458
-2996 -118
-2858 84
2342 -900
3822 482
3520 -242
-2892 -240
3619 -631
-2267 -233
2522 720
3362 -78
-3114 -418
2920 -578
3464 -772
-3024 814
2578 1084
3800 1680
3456 -162
2386 -2092
2499 357
1866 -632
2442 -342
2926 990
-2698 -540
2640 -634
-1752 182
-3492 188
-4042 818
-2738 80
-3570 -1570
-2650 -278
-2586 344
-3040 694
3448 68
2392 422
-2326 568
-3310 134
-2396 -422
-2572 -774
3371 -319
-3558 912
-2612 -712
-2754 -162
-2552 -54
2872 -390
-4022 -352
-4502 -584
-2876 774
-2936 420
-3526 -318
-3438 -210
-3726 354
-2756 996
3254 -470
-3330 -740
-3082 -1624
-4108 -284
-3482 1172
-3080 -372
-3424 60
3292 -492
-3204 488
3720 712
2919 145
3248 188
-3384 1030
-2640 346
-2166 -276
3460 1322
3032 358
2776 -760
2220 -554
-3074 680
3206 816
-3072 -82
1861 433
2178 -298
3688 494
3096 -602
3096 -802
3312 -146
3248 112
3846 18
2852 1138
2546 -68
3356 -520
3628 176
2682 8
3436 180
-3382 874
-2624 -536
2854 74
-3608 -1918
4140 -436
2879 -1485
-3776 -154
2336 74
-2232 -54
-2508 -224
-2888 1856
1732 394
-3140 -1842
3402 -544
2636 -182
-2030 -146
-3564 812
-3114 -884
-2786 -972
-2774 842
-2482 932
-2818 632
3338 284
2612 928
3628 700
-3436 574
1508 -298
-3754 -1066
2280 -1414
3652 -698
-3284 744
-2995 125
2966 2178
3346 1760
2374 -1686
-3164 2436
2798 980
-2092 -1178
-3196 -4
3406 -248
-2870 258
-3430 -746
3478 -458
2046 -192
3148 26
2528 -234
-4114 -516
-3744 484
-3258 1794
-2484 -1926
1914 1652
2826 1846
-2488 902
1934 -1088
-3140 2206
3164 316
3111 1511
-3092 -836
-2342 504
-3138 682
3052 526
2526 -216
-3260 1714
4084 406
3100 1388
3290 -1322
3342 402
2530 866
3094 234
-3346 -300
-3398 326
3424 -302
-1778 676
3852 258
-3098 -534
-2860 -84
3366 -530
-3336 304
3704 814
-3246 128
-4133 839
3690 -430
-2886 -530
-2384 -718
-2776 -216
3748 186
3618 356
-3524 -468
2602 -1022
4326 -1012
-2396 -210
3885 -37
2934 254
-2826 -630
4002 -138
-3364 -320
2026 950
2174 -24
-3208 1922
2962 230
-3178 -792
1950 -172
2734 -984
2498 764
2166 710
3710 324
-3438 1714
-3280 -1288
-2316 -1426
3302 -34
4502 410
-2678 390
3292 -1512
3414 -558
2822 1500
2265 389
-3146 220
3092 -426
-2880 -538
-2654 -868
3554 -472
-3066 1234
-3668 -942
-4376 -882
-3128 1534
-2418 452
-2442 -166
-2400 -474
-3180 428
3418 540
-3214 224
-2704 494
-2410 -610
-3676 -314
2832 308
-2796 882
-3638 234
-4106 -856
-2552 538
-3224 390
-3528 -174
2869 31
-2904 742
2814 128
-2810 208
-3023 -849
-2878 336
2911 -631
2684 -524
-3050 -1044
3048 604
3530 92
3476 144
-3352 262
-2684 300
-3470 1444
-3554 42
-3006 -2220
2878 312
-2648 1160
-2306 -178
3526 -698
3310 292
-3296 -94
4157 -151
-3870 -246
2424 492
2928 412
2826 -72
-2828 692
2564 -1332
2461 -243
-3300 -1670
3102 -154
2410 394
-3896 368
-2512 42
-2846 578
-2640 954
2652 -120
-2132 0
-2256 -1758
-2958 -384
-3902 -204
-3776 518
2528 -914
-3626 -382
2736 -298
-2946 -182
3402 -178
3236 218
4198 526
3060 314
2970 -688
-2806 504
3940 110
-2536 -202
-3862 -208
3618 -488
-1732 464
-3476 656
2372 1590
-3598 556
2594 494
2660 550
-3219 345
-3448 -810
3360 -48
2507 -707
-3430 616
2773 -369
3334 148
-2616 -1268
4308 590
-3548 826
-3876 616
-3050 436
2724 1466
-3374 104
3114 374
2878 -124
3422 -634
4378 -344
-3834 -844
2878 1142
2410 -1112
2533 -1277
3064 -86
3324 1584
3014 120
3230 -306
-2804 1008
3538 -1596
2414 1354
3416 990
3072 2102
-2630 1546
-1832 756
-2846 1090
-2812 580
2872 202
-3237 59
3488 634
-3272 -90
-2526 -494
-3002 560
-2838 -240
-2774 860
2610 1128
2146 -856
1694 -1052
2752 436
2638 1220
3832 -110
-3480 1208
-2636 -338
-3930 -1634
3288 -972
2898 -1034
-3718 -136
-2980 -852
2216 382
-3942 612
2838 -558
2744 674
-3232 -148
-2942 -134
-4070 994
-3212 -992
-1913 -467
3524 1318
3766 -990
-2858 1596
-2554 -638
-3370 -1886
3152 386
-1894 626
-2546 1960
-2398 1526
-3938 -324
-2520 -1988
-3320 -244
-1844 914
-3984 266
-2790 386
-3626 -1098
3243 -859
2408 -722
2530 -230
2330 1586
-3596 118
-4834 594
-2586 -50
2494 64
-2868 -76
-2410 -432
3442 -344
2852 964
-2952 -830
-3146 1036
-2252 592
2270 22
-4250 52
2906 1130
2952 -542
-3393 -95
2554 -44
3024 264
3242 178
3520 -736
3776 -4
3206 -54
2736 438
2394 522
2210 -212
4082 -654
-2874 -434
-2716 -438
-3446 430
-3830 -54
2844 -262
-1789 257
-2382 -162
-3215 517
2747 245
-2720 -1326
-3140 1184
-2790 22
3874 1158
-3258 64
2336 598
-2970 658
3650 -820
-3336 -822
2824 666
-2574 1348
-3940 810
-3242 -1338
-3270 -1258
-2892 952
-3268 1052
-4306 400
-3594 -908
-2586 -2010
-3402 1412
-3834 1420
-2792 -752
-3190 -1660
-3162 -800
-3006 984
-3152 192
2688 -690
3026 70
2950 -566
-2906 186
2985 1579
3332 704
4278 -2612
-2686 -244
3242 1824
2858 1696
-3346 384
-3482 1040
2408 -976
-3622 -86
3420 1112
3336 84
2312 -1848
3500 210
2148 1918
3326 -1062
3969 -621
1496 754
2832 1898
2942 788
-1910 1036
3104 -1132
2562 -808
2880 410
3366 1492
-2114 394
3104 -822
3504 -1192
4106 -94
-1998 -1254
3110 1086
-2724 -766
-2935 109
-2684 1082
-1986 -474
3120 -978
-4022 258
0 0
