0,0
-55915,-52565
-55681,-52481
-55244,-52486
-55383,-52491
-55486,-52626
-55388,-52516
-55170,-52604
-55333,-52669
-55487,-52325
-55386,-52890
-55362,-52768
-55288,-52572
-55190,-52190
-55122,-52542
-55290,-52294
-55028,-52324
-55377,-52805
-55323,-52627
-55134,-52684
-55284,-52484
-55236,-52484
-55433,-52639
-55581,-52585
-55412,-52472
-55238,-52386
-55093,-52353
-55229,-52539
-55514,-52670
-55033,-52367
-55470,-52338
-55580,-52502
-55580,-52798
-55645,-52391
-55623,-52355
-55609,-52455
-55798,-52814
-55830,-52496
-55679,-52287
-55884,-52342
-55663,-52309
-55671,-52377
-55820,-52414
-55866,-52486
-55675,-52325
-55787,-52565
-55749,-52541
-55748,-52552
-55269,-52545
-55858,-52230
-55766,-52498
-55667,-52527
-55858,-52362
-55673,-52663
-55709,-52177
-55454,-52536
-55467,-52543
-55415,-52429
-55331,-52197
-55362,-52474
-55136,-52544
-55239,-52247
-55248,-52406
-55407,-52367
-55051,-52499
-54936,-52510
-55074,-52416
-55044,-52462
-55214,-52804
-55130,-52288
-55232,-52200
-55011,-52679
-55079,-52653
-55255,-52363
-55303,-52293
-55211,-52109
-54904,-52266
-55002,-52338
-55506,-52322
-55363,-52593
-55728,-52334
-55803,-52361
-55675,-52625
-55758,-52258
-55719,-52445
-55566,-52414
-55512,-52552
-55374,-52354
-55557,-52443
-55450,-52546
-55363,-52391
-55420,-52292
-55538,-52384
-55524,-52538
-55645,-52423
-55781,-52617
-55597,-52729
-55521,-52295
-55534,-52534
-55712,-52524
-55672,-52710
-55514,-52478
-55594,-52562
-55622,-52774
-55809,-52545
-55642,-52504
-55466,-52304
-55435,-52549
-55495,-52443
-55564,-52398
-55490,-52416
-55592,-52594
-55210,-52156
-55187,-52353
-55371,-52473
-55220,-52370
-55326,-52380
-55079,-52357
-55262,-52612
-55294,-52680
-55287,-52571
-55316,-52454
-55451,-52609
-55416,-52448
-54979,-52413
-55514,-52418
-55476,-52642
-55251,-52627
-55641,-52477
-55569,-52461
-55430,-52286
-55336,-52324
-55475,-52499
-55809,-52671
