0,0
74670,71139
63774,80610
123435,-1185
-95559,60045
-59979,76668
-9654,102132
5196,110994
48027,115977
91911,51513
98376,6792
94392,-87057
-61896,96777
14421,-104073
39207,109887
61026,115461
103359,48303
141012,-17832
-144723,61698
52284,-145314
5556,-145695
33915,123102
76440,109575
109920,28395
-143247,7071
-105705,94194
-48393,118182
-25188,-152826
57195,118554
109386,84450
161313,22080
107106,-43527
61305,-70083
76737,-136389
-21417,-113424
-69312,-108429
-103413,-58782
-118707,-12759
-115269,51846
-93975,74937
9534,120381
15585,93003
-57429,-93057
90771,40452
-115863,14067
-104520,67044
-54657,63456
-14802,92283
38670,109218
-63672,-91275
-99159,-23208
113511,-19905
-58536,46218
61098,-105957
-6291,112377
32190,104721
-110970,-80295
-95118,-35145
-121608,27831
-53607,71727
-27762,84465
6297,-89991
51390,106308
-103146,-67287
81978,6855
82317,-74379
44361,-35409
11139,-97032
-19596,-95412
-39141,-45867
-73590,-21810
-78699,-372
64350,-38073
-56829,71460
-24027,99771
15927,65118
28158,43872
96510,32184
101628,-11658
-81483,36480
-64182,78381
27249,-69372
-11799,-78816
27864,60171
-52134,-54936
-47205,27366
-85992,30594
50721,-81501
726,62325
-15138,-73863
-54519,-52683
81651,23625
49581,-3024
57459,-48429
-39654,72567
-18654,77211
33297,72882
21237,58611
72834,13383
51096,-31506
18573,-39099
16023,-57585
-17805,-55527
-9090,-50367
-66153,-35013
-79626,-19764
-44985,30141
-54921,36828
61113,-41532
-12543,43896
-42129,-47220
42882,21192
-47994,-28326
49872,-23475
39285,-35574
3807,-49209
6273,36633
19521,51342
60876,20379
-62787,-4050
53568,-2244
-39405,13539
-25773,50619
-2676,-81396
-32394,-33960
-51984,-52023
-62196,8436
-55353,21480
-34551,73065
1431,40902
-22701,-31119
540,-28392
-32328,-22332
-63915,-3429
30204,-28491
20736,-52053
8604,-42033
-33558,-66510
39300,40581
41535,5937
-49914,10659
-26433,27579
-58242,56322
-1644,31845
-32331,-43488
37476,-9519
50412,168
-51558,10674
33081,-21690
-25755,26208
8673,34194
-29508,-28005
29256,9840
54507,24831
-28959,20220
16008,-57213
-18354,16530
-29373,-18177
5892,-20625
4848,-11511
-9690,2001
29313,-15639
15468,-36189
16848,-15849
-231,18831
20373,-38418
9051,-255
-18069,3741
-39888,24495
16605,5802
-25284,-7689
-5925,-35379
-23685,-24591
411,-25284
-20970,72
