0,0
-55563,-52343
-55356,-52556
-55496,-52334
-55253,-52259
-55540,-52528
-55603,-52363
-55319,-52493
-55182,-52524
-55380,-52654
-55537,-52473
-55151,-52735
-55154,-52490
-55202,-52402
-55128,-52134
-55215,-52681
-55210,-52390
-55274,-52604
-55551,-52785
-55264,-52228
-55419,-52495
-55244,-52818
-55193,-52387
-55259,-52239
-55124,-52202
-55534,-52274
-55463,-52255
-55272,-52440
-55422,-52164
-55301,-52527
-55400,-52480
-55712,-52548
-55815,-52557
-55481,-52381
-55376,-52290
-55662,-52666
-55556,-52466
-55802,-52668
-55917,-52511
-55682,-52720
-55702,-52352
-55761,-52695
-55909,-52187
-55774,-52678
-55781,-52819
-55730,-52644
-55852,-52386
-55496,-52246
-55609,-52457
-55845,-52647
-55704,-52282
-55627,-52223
-56087,-52299
-55605,-52579
-55580,-52318
-55468,-52422
-55353,-52235
-55264,-52740
-55547,-52631
-55286,-52452
-55359,-52607
-55383,-52517
-55185,-52403
-55284,-52286
-55336,-52490
-55422,-52484
-55424,-52500
-55147,-52505
-55190,-52640
-55080,-52530
-54973,-52409
-55112,-52274
-55281,-52679
-55315,-52551
-55097,-52489
-55289,-52427
-55318,-52246
-55249,-52435
-55536,-52544
-55620,-52304
-55587,-52325
-55597,-52461
-55539,-52537
-55454,-52636
-55498,-52330
-55500,-52230
-55333,-52603
-55138,-52444
-55673,-52439
-55664,-52314
-55392,-52544
-55786,-52160
-55831,-52511
-55672,-52672
-55729,-52279
-55602,-52360
-55376,-52414
-55481,-52641
-55742,-52470
-55764,-52170
-55678,-52612
-55380,-52656
-55514,-52564
-55729,-52215
-55572,-52310
-55412,-52562
-55658,-52586
-55491,-52387
-55359,-52527
-55311,-52355
-55445,-52531
-55464,-52548
-55343,-52357
-55000,-52588
-55189,-52685
-55221,-52649
-55362,-52374
-55046,-52512
-55209,-52703
-55179,-52567
-55072,-52582
-55049,-52769
-55502,-52316
-55255,-52327
-55246,-52748
-55255,-52473
-55358,-52758
-55543,-52603
-55649,-52455
-55286,-52248
-55400,-52466
-55328,-52572
