0,0
3831,-597
3104,-420
3705,-677
-4410,1006
3098,-12
-3049,1051
4002,302
-3542,-686
-4045,-233
3162,-32
-3586,-470
-2695,221
3026,480
3192,596
-2347,-833
2012,-424
2300,-628
868,580
-2369,343
-2600,-1186
-2102,-636
2369,-535
2110,-236
2934,908
1544,172
1505,261
958,420
1474,-646
-2018,1376
1450,1400
-985,-209
1430,-446
-1498,902
-1718,2180
1569,1107
-1528,-726
-784,574
1572,-194
1366,1024
-857,-885
574,-772
546,-84
686,1228
762,-452
676,384
1257,-383
-224,636
810,408
370,-480
-248,10
49,61
78,-110
504,294
742,400
-76,194
-135,783
-18,38
-1162,-384
1046,-34
-224,-38
-602,-654
-155,55
-250,168
-380,-342
-78,-1126
674,-1098
-828,-662
5,-521
-598,-1166
-708,-680
-988,-990
808,-108
-330,-472
-435,-1399
-1270,-1096
-470,492
-1788,-702
-908,174
-758,148
-966,-74
-2157,-19
-1084,-1044
-1858,640
-1516,-574
-1320,-704
-1754,-6
-1224,-278
-2599,183
-580,354
-1590,432
-1788,910
-1932,-510
-912,1600
-2190,-72
-2279,-415
-2808,-1022
-2064,-952
-1438,-66
-2550,760
-1931,-1413
-1610,706
-1012,194
-1806,1170
-1259,695
-1580,1032
-988,-886
-1118,420
-1135,215
-922,-1132
-78,128
-996,70
-2518,-708
-2379,-29
-552,-62
-1572,612
-1658,-482
171,1027
-966,-170
-2058,-156
182,784
-2310,500
-981,635
-2732,1022
-846,20
-1950,546
-1316,1014
-1425,-143
-402,1090
-720,-476
-1522,438
-1972,526
-29,-371
-1464,480
-1196,1178
-52,362
-1522,1460
-355,305
-842,410
-524,-1924
-718,-636
-1218,110
-1827,-1087
-1210,-44
-428,458
-1616,258
55,-713
-1046,-266
198,204
512,-960
-544,-1088
134,652
545,-983
-938,-890
82,-496
-1154,-526
-470,-818
-789,169
158,-1080
144,1030
-156,-284
-104,580
291,-111
490,334
-632,-1082
-262,530
-284,-602
-638,-36
-113,-945
1476,-644
1348,12
-1122,-416
-352,-896
-641,621
-762,-166
-198,-362
24,-32
938,-722
392,510
-901,-721
902,458
542,556
-308,148
212,-1166
-18,-448
921,31
-44,-94
-1468,0
310,-82
-66,450
1072,-220
-1465,311
-194,210
-346,968
-614,-426
936,84
-33,-507
-588,70
298,518
870,452
446,310
-398,-118
573,633
38,-326
-262,152
-704,700
-460,-288
598,504
285,613
-1242,-856
778,-222
-342,562
-434,114
375,255
810,-294
-102,810
370,326
850,512
-306,222
-199,487
-638,-636
764,-526
-86,218
-392,182
14,-1554
319,-811
-374,-586
-710,334
606,-580
-422,-372
-772,228
-437,-275
-506,-514
1048,492
708,612
-30,306
-216,1256
-441,-277
1000,18
480,-412
-676,-20
28,-428
-371,69
402,442
-62,554
504,420
60,-170
182,-22
-203,-767
-68,-216
-1022,-1368
44,-336
-140,376
484,-992
-799,751
-1174,-1876
-112,548
