0,269647577375309824,62782219,0,2460469708839714816,572872746
805320,269647577401080064,62782243,1827501,2460469768723267584,572873206
525424,269647577417893632,62782235,1896856,2460469830879444992,572873237
-155088,269647577412930816,62782214,2919888,2460469926558334976,572873509
396800,269647577425628416,62782231,-5917236,2460469732662345728,572871306
844512,269647577452652800,62782244,-3855768,2460469606316539904,572871780
735440,269647577476186880,62782241,-4931700,2460469444714594304,572871480
1193280,269647577514371840,62782255,-5710160,2460469257604071424,572871246
2246880,269647577586272000,62782287,-4846016,2460469098809819136,572871420
2448176,269647577664613632,62782293,-3309800,2460468990354292736,572871770
-264640,269647577656145152,62782210,-2196768,2460468918370598912,572872025
649824,269647577676939520,62782238,-6224736,2460468714398449664,572870994
-62816,269647577674929408,62782217,-7438480,2460468470654337024,572870641
469456,269647577689952000,62782233,-4732664,2460468315574403072,572871266
1828800,269647577748473600,62782274,-3371984,2460468205081231360,572871572
1525384,269647577797285888,62782265,5057401,2460468370802147328,572873669
-487648,269647577781681152,62782204,-3640992,2460468251494121472,572871517
-538176,269647577764459520,62782202,-6390468,2460468042091266048,572870797
2716208,269647577851378176,62782302,-5228981,2460467870748016640,572871041
643544,269647577871971584,62782238,-4370625,2460467727531376640,572871217
1383648,269647577916248320,62782261,-1579160,2460467675785461760,572871887
621600,269647577936139520,62782238,1719168,2460467732119158784,572872705
1981248,269647577999539456,62782279,-1354208,2460467687744471040,572871944
309440,269647578009441536,62782228,-4587488,2460467537421664256,572871120
93200,269647578012423936,62782221,-5965228,2460467341953073152,572870738
154368,269647578017363712,62782223,-376960,2460467329600847872,572872100
137600,269647578021766912,62782223,-4770984,2460467173265244160,572870990
2119712,269647578089597696,62782283,-6409368,2460466963243073536,572870541
-674784,269647578068004608,62782198,1120140,2460466999947821056,572872388
-416384,269647578054680320,62782206,-115804,2460466996153155584,572872086
132928,269647578058934016,62782223,-943480,2460466965237202944,572871876
-423040,269647578045396736,62782206,-1831500,2460466905222610944,572871646
3794288,269647578166813952,62782334,-4954040,2460466742888628224,572870845
-175648,269647578161193216,62782213,2038120,2460466809673744384,572872568
3535520,269647578274329856,62782327,-3550308,2460466693337251840,572871177
1506568,269647578322540032,62782265,-3502429,2460466578569658368,572871162
834000,269647578349228032,62782244,-521220,2460466561490321408,572871885
902112,269647578378095616,62782246,2024040,2460466627814064128,572872522
461472,269647578392862720,62782233,-490912,2460466611727859712,572871905
145952,269647578397533184,62782223,-4776896,2460466455198531584,572870822
587328,269647578416327680,62782237,-5354700,2460466279735721984,572870640
495024,269647578432168448,62782234,-646600,2460466258547933184,572871784
499392,269647578448148992,62782234,2958592,2460466355495075840,572872687
-144608,269647578443521536,62782214,130092,2460466359757930496,572871997
-17136,269647578442973184,62782218,-4930380,2460466198199238656,572870724
235696,269647578450515456,62782226,-4842760,2460466039511678976,572870709
223232,269647578457658880,62782226,-2092300,2460465970951192576,572871364
-1493280,269647578409873920,62782173,4868692,2460466130488492032,572873101
195488,269647578416129536,62782225,-83808,2460466127742271488,572871891
478992,269647578431457280,62782233,-2283360,2460466052921131008,572871337
1894784,269647578492090368,62782277,-921384,2460466022729220096,572871662
411552,269647578505260032,62782231,-5601060,2460465839193686016,572870477
-171024,269647578499787264,62782214,716392,2460465862668419072,572872025
1464960,269647578546665984,62782263,449696,2460465877404057600,572871963
1620576,269647578598524416,62782268,545732,2460465895286603776,572871991
-290016,269647578589243904,62782210,1436400,2460465942354558976,572872219
-1357296,269647578545810432,62782177,-3490816,2460465827967500288,572870990
-844048,269647578518800896,62782193,-3513640,2460465712832544768,572870957
1384256,269647578563097088,62782261,-4313228,2460465571496689664,572870729
-458496,269647578548425216,62782205,282408,2460465580750635008,572871853
623472,269647578568376320,62782238,6701276,2460465800338046976,572873472
705248,269647578590944256,62782240,-449128,2460465785621020672,572871722
1639920,269647578643421696,62782269,-4914432,2460465624584912896,572870595
1201248,269647578681861632,62782255,-3575040,2460465507438002176,572870894
-408752,269647578668781568,62782206,-328264,2460465496681447424,572871685
-134192,269647578664487424,62782215,-1354936,2460465452282904576,572871424
-129248,269647578660351488,62782215,2598272,2460465537423081472,572872409
