0,0.004,0,4.88759e-007,0,0.000000000000000
0,0.008,0,9.04116e-009,0,0.000000000000000
0,0.012,0,1.11401e-009,0,0.000000000000000
0,0.016,0,7.60323e-009,0,0.000000000000000
0,0.02,0,1.36465e-008,0,0.000000000000000
0,0.024,0,5.20961e-009,0,0.000000000000000
0,0.028,0,1.12528e-008,0,0.000000000000000
0,0.032,0,2.94341e-009,0,0.000000000000000
0,0.036,0,9.36892e-009,0,0.000000000000000
0,0.04,0,1.25063e-009,0,0.000000000000000
0,0.044,0,7.35758e-009,0,0.000000000000000
0,0.048,0,1.34645e-008,0,0.000000000000000
0,0.052,0,5.02767e-009,0,0.000000000000000
0,0.056,0,1.13258e-008,0,0.000000000000000
0,0.06,0,3.27117e-009,0,0.000000000000000
0,0.064,0,9.37812e-009,0,0.000000000000000
0,0.068,0,1.25983e-009,0,0.000000000000000
0,0.072,0,7.11192e-009,0,0.000000000000000
0,0.076,0,1.31552e-008,0,0.000000000000000
0,0.08,0,5.03686e-009,0,0.000000000000000
0,0.084,0,1.09527e-008,0,0.000000000000000
0,0.088,0,1.94241e-009,0,0.000000000000000
0,0.092,0,7.60337e-009,0,0.000000000000000
0,0.096,0,4.40758e-010,0,0.000000000000000
0,0.1,0,6.80255e-009,0,0.000000000000000
0,0.104,0,1.39289e-008,0,0.000000000000000
0,0.108,0,5.36462e-009,0,0.000000000000000
0,0.112,0,1.12804e-008,0,0.000000000000000
0,0.116,0,3.28956e-009,0,0.000000000000000
0,0.12,0,9.46022e-009,0,0.000000000000000
0,0.124,0,1.7242e-009,0,0.000000000000000
0,0.128,0,7.64001e-009,0,0.000000000000000
0,0.132,0,1.3747e-008,0,0.000000000000000
0,0.136,0,6.01094e-009,0,0.000000000000000
0,0.14,0,1.2755e-008,0,0.000000000000000
0,0.144,0,4.50929e-009,0,0.000000000000000
0,0.148,0,9.97912e-009,0,0.000000000000000
0,0.152,0,1.92454e-009,0,0.000000000000000
0,0.156,0,8.09519e-009,0,0.000000000000000
0,0.16,0,2.31751e-010,0,0.000000000000000
0,0.164,0,6.52984e-009,0,0.000000000000000
0,0.168,0,1.24456e-008,0,0.000000000000000
0,0.172,0,5.15561e-009,0,0.000000000000000
0,0.176,0,1.13263e-008,0,0.000000000000000
0,0.18,0,3.3354e-009,0,0.000000000000000
0,0.184,0,9.50606e-009,0,0.000000000000000
0,0.188,0,1.32406e-009,0,0.000000000000000
0,0.192,0,7.49472e-009,0,0.000000000000000
0,0.196,0,1.34742e-008,0,0.000000000000000
0,0.2,0,4.97367e-009,0,0.000000000000000
0,0.204,0,1.09532e-008,0,0.000000000000000
0,0.208,0,2.89861e-009,0,0.000000000000000
0,0.212,0,8.81442e-009,0,0.000000000000000
0,0.216,0,5.68703e-010,0,0.000000000000000
0,0.22,0,6.80307e-009,0,0.000000000000000
0,0.224,0,1.25915e-008,0,0.000000000000000
0,0.228,0,4.34574e-009,0,0.000000000000000
0,0.232,0,1.07713e-008,0,0.000000000000000
0,0.236,0,3.22637e-009,0,0.000000000000000
0,0.24,0,8.82361e-009,0,0.000000000000000
0,0.244,0,2.59336e-010,0,0.000000000000000
0,0.248,0,6.36628e-009,0,0.000000000000000
0,0.252,0,1.21547e-008,0,0.000000000000000
0,0.256,0,4.35494e-009,0,0.000000000000000
0,0.26,0,1.08442e-008,0,0.000000000000000
0,0.264,0,2.78958e-009,0,0.000000000000000
0,0.268,0,8.70539e-009,0,0.000000000000000
0,0.272,0,6.50805e-010,0,0.000000000000000
0,0.276,0,7.20374e-009,0,0.000000000000000
0,0.28,0,1.33744e-008,0,0.000000000000000
0,0.284,0,5.31982e-009,0,0.000000000000000
0,0.288,0,1.14268e-008,0,0.000000000000000
0,0.292,0,3.24476e-009,0,0.000000000000000
0,0.296,0,9.54284e-009,0,0.000000000000000
0,0.3,0,1.42455e-009,0,0.000000000000000
0,0.304,0,7.97749e-009,0,0.000000000000000
0,0.308,0,1.77754e-010,0,0.000000000000000
0,0.312,0,6.2847e-009,0,0.000000000000000
0,0.316,0,1.25828e-008,0,0.000000000000000
0,0.32,0,4.78305e-009,0,0.000000000000000
0,0.324,0,1.06351e-008,0,0.000000000000000
0,0.328,0,2.58057e-009,0,0.000000000000000
0,0.332,0,8.87865e-009,0,0.000000000000000
0,0.336,0,4.418e-010,0,0.000000000000000
0,0.34,0,6.86731e-009,0,0.000000000000000
0,0.344,0,1.3038e-008,0,0.000000000000000
0,0.348,0,5.23824e-009,0,0.000000000000000
0,0.352,0,1.1154e-008,0,0.000000000000000
0,0.356,0,2.46234e-009,0,0.000000000000000
0,0.36,0,8.633e-009,0,0.000000000000000
0,0.364,0,2.59859e-010,0,0.000000000000000
0,0.368,0,6.11196e-009,0,0.000000000000000
0,0.372,0,1.21552e-008,0,0.000000000000000
0,0.376,0,3.71834e-009,0,0.000000000000000
0,0.38,0,9.63414e-009,0,0.000000000000000
0,0.384,0,1.261e-009,0,0.000000000000000
0,0.388,0,7.36795e-009,0,0.000000000000000
0,0.392,0,1.37297e-008,0,0.000000000000000
