0,0
2812,2648
-5404,-1426
-4321,-1525
5330,88
-5137,157
-3534,2166
4324,-3062
4929,-2927
-3494,2992
4152,-2840
3911,-3419
4541,-2667
-2210,2628
-4106,1042
-4607,1677
4300,-2230
4388,-2490
4563,-2527
4875,-3465
4248,-2198
3963,-2075
5074,-2322
-4885,1639
3932,-1204
-4640,900
4793,-1947
-5040,1360
-4295,1479
4650,362
-5295,1465
-5287,1107
5164,-664
5251,-1163
-5175,1257
4258,162
4955,-49
4816,-1106
-5808,1048
-5107,383
-4890,350
4939,-813
4697,65
5042,72
4971,-117
5336,176
5429,-1169
5005,17
-3434,-528
4558,-6
-4647,285
4212,570
-4853,-151
-4970,-434
4499,-1435
-4802,270
-4491,-103
3804,-110
4533,-311
-4298,-446
2507,-721
4320,36
3956,70
-4210,212
-3349,-1027
-4182,-1072
4290,114
3450,-1130
4000,70
4177,-103
3780,-426
3468,190
3572,-130
-2680,-208
3488,594
-2577,-1183
3314,328
-3463,47
-3103,37
2578,16
-2601,641
-2606,-1028
3184,-978
1972,482
-2768,-70
1624,-1326
2160,-152
1895,163
-1456,-74
-202,478
-1109,-251
-36,924
719,425
-416,364
-577,-1399
-236,-1856
-871,-55
-1196,630
867,783
-1560,-1648
1440,376
-1987,-327
566,562
1804,188
-2989,371
2618,-288
2470,-188
-2182,1596
-1476,-574
1994,-246
-2224,418
-2367,1207
-1452,792
1810,-392
2937,-61
2668,-254
-2048,-772
-1426,718
-1366,1120
-965,283
-2036,116
-1646,-190
-683,-397
2700,-62
-2135,-635
2290,-594
-590,140
1789,-123
1028,158
-1607,283
-144,340
1169,-5
-380,740
-993,333
222,334
-1195,269
-596,-464
-129,-251
61,647
-686,30
21,-705
-1386,-922
-23,287
-556,-32
167,-459
987,-371
70,-142
-315,207
248,298
-675,523
-349,-241
-735,1201
318,348
-725,133
64,-920
623,-139
-758,36
555,675
38,-274
-219,1341
85,-231
452,990
-277,223
-366,254
699,-101
-120,1132
663,-571
-494,-638
-1049,-809
1393,-263
192,-384
37,299
70,146
-757,355
-663,-265
210,-298
-613,427
296,-294
343,427
153,-481
-318,572
-643,-485
-300,156
69,-69
387,-97
882,-76
-451,-3
256,-1084
163,-799
-753,-677
-4,-970
-1045,131
662,36
351,549
784,300
627,27
66,716
-195,447
319,293
512,-198
-87,541
743,601
-354,302
38,514
-595,5
143,695
-410,62
81,-507
484,-50
-243,607
-251,-193
-354,-288
-17,-561
-855,341
1060,-1126
-733,541
-62,1026
-255,319
1108,934
-603,177
210,1026
109,319
-1853,-755
-1036,580
626,34
-305,-181
919,-485
76,1436
791,-475
94,-998
380,-224
-207,-141
-981,-405
334,74
41,-839
-191,57
533,-35
296,-652
183,253
