4872 -316
-5298 -1362
-4764 654
-3259 2037
4788 -1096
4070 -190
4431 -1805
-5080 604
4964 188
4340 -268
5858 640
4657 33
3748 -2618
4542 126
3790 -488
4698 314
5153 -589
4491 507
3206 492
4546 -1826
3784 -2012
3716 830
-3956 -1730
4252 618
-5304 1678
-5100 866
-3746 56
-4887 -1769
-5250 460
3994 764
3964 -864
-3552 1816
4094 -206
-5280 -452
4136 516
4807 1039
-4840 1892
-5531 207
-5156 186
-4003 395
-4199 -1529
5049 1153
-4211 1725
3446 -1766
-5257 525
-5336 -1136
-4340 -926
-4598 -516
-4308 680
-3723 771
-4854 946
-4325 -707
3570 414
-4685 -279
-4181 261
-4480 576
-4566 98
-4914 -1728
-5008 1646
5030 -728
3748 1948
-4500 180
-5096 172
4534 210
-5221 227
-4290 -520
-4500 120
4294 476
-4311 1089
4302 -586
3486 28
-4374 -1052
-4062 1018
-3517 51
5198 -542
4341 1425
5120 1074
4359 -373
4788 -1300
4336 -512
4371 -15
4336 2056
3946 464
4468 138
4416 -1052
4047 -409
4740 298
5652 308
-4186 -212
4218 -334
-4243 415
4193 -167
-6052 -44
5400 -1464
5134 1488
4000 1920
-5026 1666
-4690 528
-4308 422
5160 190
-4398 -662
4316 1166
2554 916
-4398 2120
-4484 1502
-3624 -1802
-4500 -1850
-4932 588
-3500 640
-4460 384
4232 -238
4588 -726
5488 1332
4730 382
-4664 1094
-3821 863
-4902 -638
-4218 -1342
5168 -1056
3742 -866
-4568 230
-4534 -220
-4673 -575
-4924 -2002
3696 -1996
-3804 -294
-4351 1009
3583 -439
-4046 -886
5938 218
3802 -1284
-4155 -815
5682 1328
4876 -8
-4180 1494
3994 -988
-4336 578
3770 524
3557 773
4262 760
5000 868
-4383 1045
-4058 1030
-4524 -1138
5037 -495
-3915 -611
4653 83
-4594 -430
-4374 1348
-3684 -304
-4026 -342
3244 900
5142 -570
4968 268
4196 -186
-5068 -8
4522 270
-5262 202
4838 -634
-4915 -815
3265 -169
4977 -1081
-4640 -422
4434 1830
4283 -759
-4359 1429
4453 645
-4456 -582
-4948 -718
-5062 1288
4426 -324
5314 514
-4420 -838
3289 -1049
-4088 -134
-4026 -214
4884 -848
4392 374
-5095 -537
3922 -766
4010 176
5331 355
-3570 258
4466 -814
5765 557
3880 -578
5270 -540
-3783 -757
-4636 -1100
-4644 -218
5048 -242
-4382 574
-4298 38
4890 818
4420 -354
4566 -270
-4536 692
-5453 -287
3961 1103
5094 -1090
-4669 539
-4688 -1072
3870 -304
-4296 -998
-3914 -372
-4022 1616
-4446 588
4627 -167
4491 849
4488 1670
5372 194
4280 -2008
4024 -514
4685 825
5223 493
-5460 940
-5848 1242
4441 593
-4407 -2049
-4607 105
4837 27
-4838 650
-5382 514
-3886 -28
4656 622
-5102 -660
-4474 546
-3738 744
-4823 623
-4050 -584
4480 136
4784 634
-4374 976
4374 -272
4890 1108
-4960 -306
4211 -411
-3353 1041
3806 -462
-3910 -364
3528 816
-4212 464
-3639 917
-4268 250
-4521 -1247
-4729 21
4922 522
4932 -1814
5094 1146
-4297 -877
-3585 123
4444 -814
4790 428
4535 -61
4755 205
4646 498
-4601 655
4556 -124
4070 -536
5602 866
-3820 -294
5002 50
4014 -572
-5204 -732
3992 -444
5068 244
-5818 506
5297 -557
5513 751
-5966 -468
5036 -1658
-3754 -590
-4822 -814
4834 450
-3705 841
3613 -581
5188 416
4513 -205
-5218 926
3716 668
